county_fips,county_name,state_name,allindustries_2012,allindustries_2013,allindustries_2014,allindustries_2015,pop_2012,pop_2013,pop_2014,pop_2015,metro,specialize
'16035',Clearwater,ID,347734,362219,352594,339683,8579,8582,8503,8479,Non-Metro,Federal/State Government
'16043',Fremont (includes Yellowstone Park),ID,266915,288823,280498,277318,12986,12903,12836,12813,Non-Metro,Federal/State Government
'16049',Idaho,ID,370552,388886,417081,428005,16407,16211,16221,16260,Non-Metro,Federal/State Government
'16057',Latah,ID,1042738,1128007,1150150,1204060,38187,38274,38583,38723,Non-Metro,Federal/State Government
'16059',Lemhi,ID,185045,187410,194189,192912,7778,7730,7732,7752,Non-Metro,Federal/State Government
'17003',Alexander,IL,137150,145736,137400,132525,7712,7215,7074,6776,Metro,Federal/State Government
'17005',Bond,IL,442333,482605,485956,480117,17508,17320,17111,16924,Metro,Federal/State Government
'17019',Champaign,IL,9619440,10024584,10168296,10408807,203937,205365,206646,207734,Metro,Federal/State Government
'17029',Coles,IL,1869534,2018959,2047358,2121218,53344,53046,52712,52563,Non-Metro,Federal/State Government
'17037',DeKalb,IL,3350563,3535032,3471128,3574145,104276,104148,104798,104541,Metro,Federal/State Government
'17077',Jackson,IL,2376037,2377111,2543366,2576288,58962,59593,59293,59220,Metro,Federal/State Government
'17087',Johnson,IL,200118,220283,219019,210861,12912,12845,12834,12837,Non-Metro,Federal/State Government
'17109',McDonough,IL,1117091,1204929,1187302,1142787,32516,32167,31615,31342,Non-Metro,Federal/State Government
'17145',Perry,IL,553011,549341,588497,572109,21862,21742,21558,21458,Non-Metro,Federal/State Government
'17151',Pope,IL,65382,72839,60199,49609,4333,4338,4241,4204,Non-Metro,Federal/State Government
'17153',Pulaski,IL,179352,193775,197280,194290,5968,5895,5808,5672,Non-Metro,Federal/State Government
'17167',Sangamon,IL,9284597,9759249,10133504,10325851,199269,198973,198959,198496,Metro,Federal/State Government
'17181',Union,IL,352888,368750,363451,353008,17639,17577,17463,17399,Non-Metro,Federal/State Government
'17199',Williamson,IL,2416626,2424054,2507657,2531719,66793,67387,67350,67589,Metro,Federal/State Government
'18035',Delaware,IN,3665888,3755272,3938383,4112507,117090,116989,116612,116019,Metro,Federal/State Government
'18083',Knox,IN,1580320,1651918,1720466,1768745,38019,38103,38021,37891,Non-Metro,Federal/State Government
'18101',Martin,IN,870003,840543,891023,1039152,10314,10216,10196,10191,Non-Metro,Federal/State Government
'18103',Miami,IN,741633,796679,770534,784630,36504,36145,36031,35902,Non-Metro,Federal/State Government
'18105',Monroe,IN,5359149,5583847,5986528,6196192,141311,141934,143462,144257,Metro,Federal/State Government
'18121',Parke,IN,233686,256874,260567,257155,17089,17191,17207,16878,Non-Metro,Federal/State Government
'18157',Tippecanoe,IN,7531123,7604624,8116069,8449580,178430,181242,183515,185741,Metro,Federal/State Government
'19103',Johnson,IA,7620367,8250795,8839787,9174122,136865,139773,142280,144567,Metro,Federal/State Government
'19129',Mills,IA,397547,409521,434561,476103,14853,14859,14708,14815,Metro,Federal/State Government
'19169',Story,IA,4268295,4762600,5169820,5284706,91799,93569,95366,96346,Metro,Federal/State Government
'20045',Douglas,KS,3970883,4152793,4355360,4539802,113304,114672,116430,117915,Metro,Federal/State Government
'20061',Geary,KS,3085606,2942339,2990737,3145027,37947,36893,36682,36981,Non-Metro,Federal/State Government
'20103',Leavenworth,KS,2564428,2582545,2696663,2830540,77713,78141,78658,79207,Metro,Federal/State Government
'20111',Lyon,KS,1201290,1195897,1232945,1255686,33534,33517,33201,33243,Non-Metro,Federal/State Government
'20145',Pawnee,KS,300065,333443,288217,263145,6894,6910,6849,6805,Non-Metro,Federal/State Government
'20161',Riley,KS,2364084,2435339,2524710,2594715,76273,75502,74698,75312,Metro,Federal/State Government
'20177',Shawnee,KS,8879036,8788426,8842842,8970218,178980,178661,178509,178541,Metro,Federal/State Government
'21025',Breathitt,KY,219384,220771,211199,208868,13657,13584,13425,13430,Non-Metro,Federal/State Government
'21035',Calloway,KY,1188368,1223580,1242603,1258273,38057,38293,38282,38441,Non-Metro,Federal/State Government
'21037',Campbell,KY,2619070,2632390,2710731,2653063,90780,90873,91490,91925,Metro,Federal/State Government
'21051',Clay,KY,291993,289229,300809,304566,21565,21259,21162,21047,Non-Metro,Federal/State Government
'21061',Edmonson,KY,114193,125912,123743,124904,12141,12092,12043,12040,Metro,Federal/State Government
'21063',Elliott,KY,52964,58245,53531,60002,7761,7669,7638,7650,Non-Metro,Federal/State Government
'21067',Fayette,KY,18104313,18931815,19499053,20717648,305201,308501,310725,314767,Metro,Federal/State Government
'21073',Franklin,KY,2893490,2986237,3795458,4384761,49514,49600,49963,50273,Non-Metro,Federal/State Government
'21093',Hardin,KY,5146909,5087840,5009036,5030122,107173,108282,108610,106486,Metro,Federal/State Government
'21143',Lyon,KY,157885,169025,185617,179429,8440,8448,8379,8289,Non-Metro,Federal/State Government
'21147',McCreary,KY,189794,193866,203449,216085,18058,17927,17892,17861,Non-Metro,Federal/State Government
'21151',Madison,KY,2536169,2604127,2634442,2697827,85517,86062,87218,88276,Non-Metro,Federal/State Government
'21165',Menifee,KY,61018,62483,62080,62391,6323,6335,6295,6363,Non-Metro,Federal/State Government
'21175',Morgan,KY,227155,235705,230955,228629,13531,13390,13382,13292,Non-Metro,Federal/State Government
'21177',Muhlenberg,KY,1396858,1409358,1506205,1387136,31377,31273,31254,31146,Non-Metro,Federal/State Government
'21201',Robertson,KY,19574,20610,18132,18045,2220,2221,2199,2158,Non-Metro,Federal/State Government
'21205',Rowan,KY,679341,687805,665823,660922,23873,24253,24264,24667,Non-Metro,Federal/State Government
'22003',Allen,LA,588186,607423,611500,613309,25566,25597,25644,25602,Non-Metro,Federal/State Government
'22033',East Baton Rouge,LA,33257993,32282180,34766691,33515046,443039,444527,445864,446216,Metro,Federal/State Government
'22037',East Feliciana,LA,380177,382983,379952,385926,19943,19675,19806,19675,Metro,Federal/State Government
'22043',Grant,LA,278913,290551,292046,284265,22404,22346,22400,22346,Metro,Federal/State Government
'22061',Lincoln,LA,1432312,1482742,1565783,1660285,47123,47404,47409,47719,Non-Metro,Federal/State Government
'22071',Orleans,LA,22929445,21881371,22268658,22748073,370138,378886,384355,389738,Metro,Federal/State Government
'22115',Vernon,LA,2167581,2139085,1988999,1993355,54179,52889,52161,50706,Non-Metro,Federal/State Government
'22117',Washington,LA,905688,902851,997700,1042228,46641,46319,46242,46322,Non-Metro,Federal/State Government
'22125',West Feliciana,LA,860697,947142,969456,895199,15442,15419,15349,15368,Metro,Federal/State Government
'23011',Kennebec,ME,4387082,4610566,4872495,4956468,121636,121185,121167,120209,Non-Metro,Federal/State Government
'23031',York,ME,6549822,6490419,6637581,7000730,199053,199442,200686,201158,Metro,Federal/State Government
'24001',Allegany,MD,2351556,2380976,2308404,2335707,73975,73618,73045,72531,Metro,Federal/State Government
'24003',Anne Arundel,MD,37908201,40063936,41921571,44269812,550641,555897,559966,563837,Metro,Federal/State Government
'24025',Harford,MD,9949727,10441426,10761675,11219132,248661,249210,249839,250138,Metro,Federal/State Government
'24031',Montgomery,MD,84141291,86482012,89018884,91701930,1006218,1017759,1027780,1036233,Metro,Federal/State Government
'24033',Prince George's,MD,34894032,35710180,37288095,38782144,882465,891302,900647,906003,Metro,Federal/State Government
'24037',St. Mary's,MD,6007989,6276507,6537402,6727895,109071,109607,110483,111628,Metro,Federal/State Government
'24039',Somerset,MD,624895,703172,762692,749854,26117,26049,25653,25746,Metro,Federal/State Government
'24510',Baltimore (Independent City),MD,41412489,43180426,43327364,44334370,622722,622858,623353,621402,Metro,Federal/State Government
'25015',Hampshire,MA,5618171,5737958,5895008,6141384,160418,160851,161043,161049,Metro,Federal/State Government
'26003',Alger,MI,199980,241067,242998,242727,9495,9495,9424,9347,Non-Metro,Federal/State Government
'26013',Baraga,MI,237794,241094,239909,245405,8708,8682,8623,8546,Non-Metro,Federal/State Government
'26033',Chippewa,MI,1016118,1029633,940070,988646,39035,38630,38256,38003,Non-Metro,Federal/State Government
'26039',Crawford,MI,306017,317371,318737,344120,13988,13904,13756,13809,Non-Metro,Federal/State Government
'26061',Houghton,MI,936316,1038616,1119133,1202556,36729,36675,36483,36382,Non-Metro,Federal/State Government
'26065',Ingham,MI,13602604,13529274,14401528,15183599,282363,282587,284058,285735,Metro,Federal/State Government
'26073',Isabella,MI,2143643,2195583,2261563,2348188,70660,70177,70059,70690,Non-Metro,Federal/State Government
'26095',Luce,MI,289116,384698,291814,256894,6497,6525,6435,6438,Non-Metro,Federal/State Government
'26107',Mecosta,MI,1033572,1067943,1073466,1100776,43515,43265,43204,43092,Non-Metro,Federal/State Government
'26135',Oscoda,MI,138709,145420,160456,162961,8596,8377,8353,8278,Non-Metro,Federal/State Government
'26161',Washtenaw,MI,19037116,19891885,20404267,21506713,351299,354573,358980,360847,Metro,Federal/State Government
'28035',Forrest,MS,3747747,3838682,3940019,3978635,76613,76783,76075,75921,Metro,Federal/State Government
'28045',Hancock,MS,1572773,1594008,1625772,1603898,45331,45592,46061,46366,Metro,Federal/State Government
'28049',Hinds,MS,12417207,12505353,12672802,12864912,247694,245918,244906,243234,Metro,Federal/State Government
'28071',Lafayette,MS,1651218,1763635,1833131,2086472,50367,51633,52154,53014,Non-Metro,Federal/State Government
'28101',Newton,MS,394860,402967,413898,397065,21596,21650,21784,21670,Non-Metro,Federal/State Government
'28149',Warren,MS,2190445,2093769,2115744,2192669,48194,48310,47985,47542,Non-Metro,Federal/State Government
'28163',Yazoo,MS,562679,660817,663586,635911,28283,27927,27742,27377,Metro,Federal/State Government
'29001',Adair,MO,632850,660148,681818,737825,25680,25702,25564,25430,Non-Metro,Federal/State Government
'29019',Boone,MO,7521903,8059128,8318511,8670492,168746,171072,172906,174546,Metro,Federal/State Government
'29027',Callaway,MO,1456387,1448683,1529797,1625842,44442,44513,44692,44739,Metro,Federal/State Government
'29051',Cole,MO,4133387,4276029,4259364,4367172,76371,76648,76583,76780,Metro,Federal/State Government
'29063',DeKalb,MO,251895,268024,285358,277275,12875,12739,12659,12645,Metro,Federal/State Government
'29101',Johnson,MO,1439267,1692885,1910308,2102230,54465,54483,54382,53874,Non-Metro,Federal/State Government
'29133',Mississippi,MO,308658,313485,322840,361231,14298,14233,14205,14023,Non-Metro,Federal/State Government
'29147',Nodaway,MO,646401,674923,678885,690496,23377,23225,23081,22776,Non-Metro,Federal/State Government
'29161',Phelps,MO,1261546,1325381,1387350,1469146,45201,44915,44833,44610,Non-Metro,Federal/State Government
'29169',Pulaski,MO,2260029,2289990,2191230,2213758,53412,53783,53505,53156,Non-Metro,Federal/State Government
'29187',St. Francois,MO,1429538,1460277,1597692,1695211,65856,66229,65993,66446,Non-Metro,Federal/State Government
'30001',Beaverhead,MT,316634,326710,317142,335754,9353,9276,9294,9261,Non-Metro,Federal/State Government
'30023',Deer Lodge,MT,212633,217503,206510,236457,9224,9283,9140,9148,Non-Metro,Federal/State Government
'30031',Gallatin,MT,4111941,4382829,4540466,4988276,92595,94637,97322,100736,Non-Metro,Federal/State Government
'30035',Glacier,MT,377962,376322,375946,378387,13663,13785,13698,13634,Non-Metro,Federal/State Government
'30049',Lewis and Clark,MT,2971065,3017069,3104578,3249094,64859,65365,65961,66479,Non-Metro,Federal/State Government
'30053',Lincoln,MT,472061,472400,448339,461460,19483,19414,19138,19047,Non-Metro,Federal/State Government
'30063',Missoula,MT,4720056,4659608,4732498,5049370,111092,111707,112595,113982,Metro,Federal/State Government
'30077',Powell,MT,172128,182507,183000,190301,7088,6963,6901,6831,Non-Metro,Federal/State Government
'30079',Prairie,MT,34744,36144,36076,39449,1155,1172,1139,1163,Non-Metro,Federal/State Government
'31009',Blaine,NE,20165,24857,22212,21249,513,482,505,492,Non-Metro,Federal/State Government
'31045',Dawes,NE,264369,274547,274603,280010,9179,9118,9092,9041,Non-Metro,Federal/State Government
'31097',Johnson,NE,150366,163572,169013,171889,5169,5133,5174,5187,Non-Metro,Federal/State Government
'31109',Lancaster,NE,15608741,16455814,17424514,18214378,293606,297489,302097,305705,Metro,Federal/State Government
'32017',Lincoln,NV,130882,140276,132893,129838,5338,5211,5122,5048,Non-Metro,Federal/State Government
'32510',Carson City (Independent City),NV,2680550,2800959,2776292,2956881,54540,53989,54385,54405,Metro,Federal/State Government
'33013',Merrimack,NH,8149879,8621007,9046223,8881340,146944,147243,147714,148094,Non-Metro,Federal/State Government
'33017',Strafford,NH,4852628,4921596,5077188,5460994,124612,124802,126218,126504,Metro,Federal/State Government
'34021',Mercer,NJ,29268157,28606914,28730849,30147722,370087,371506,371688,371199,Metro,Federal/State Government
'35001',Bernalillo,NM,33359535,33197043,34777146,35651688,672685,674460,674829,674959,Metro,Federal/State Government
'35006',Cibola,NM,688544,661981,676125,648286,27316,27439,27303,27322,Non-Metro,Federal/State Government
'35007',Colfax,NM,396403,480089,401338,474607,13226,13039,12674,12387,Non-Metro,Federal/State Government
'35013',Doña Ana,NM,6265693,6169588,6460684,6553805,214162,213651,213536,213567,Metro,Federal/State Government
'35023',Hidalgo,NM,219942,216020,211940,197116,4785,4616,4539,4414,Non-Metro,Federal/State Government
'35029',Luna,NM,720954,739343,754670,721215,24983,24686,24540,24476,Non-Metro,Federal/State Government
'35031',McKinley,NM,1906359,1949041,2102005,2190949,72691,73270,74044,76800,Non-Metro,Federal/State Government
'35033',Mora,NM,106630,116481,140569,96830,4675,4665,4571,4577,Non-Metro,Federal/State Government
'35035',Otero,NM,2483988,2565722,2554634,2607290,66016,65813,64994,64430,Non-Metro,Federal/State Government
'35047',San Miguel,NM,539923,542435,551693,556292,29026,28696,28318,27951,Non-Metro,Federal/State Government
'35049',Santa Fe,NM,6443372,6808384,6754574,7025824,146157,146754,147329,147708,Metro,Federal/State Government
'35051',Sierra,NM,245367,233728,236035,235012,11881,11561,11315,11261,Non-Metro,Federal/State Government
'35053',Socorro,NM,439236,435421,434898,432783,17524,17525,17320,17222,Non-Metro,Federal/State Government
'36001',Albany,NY,24791703,26168460,27860302,28447555,306384,307496,308295,308432,Metro,Federal/State Government
'36019',Clinton,NY,3004272,3182812,3198565,3255409,81869,81749,81682,81154,Non-Metro,Federal/State Government
'36031',Essex,NY,1174562,1284129,1303178,1282210,39114,38832,38572,38371,Non-Metro,Federal/State Government
'36033',Franklin,NY,1514130,1569284,1541379,1530027,51788,51242,51092,50502,Non-Metro,Federal/State Government
'36039',Greene,NY,1999946,1880540,1826418,1935691,48711,48416,48015,47695,Non-Metro,Federal/State Government
'36051',Livingston,NY,1687301,1802048,1817320,1894258,64854,64723,64692,64583,Metro,Federal/State Government
'36065',Oneida,NY,9048352,8974632,9277595,9309566,234061,233800,233213,232025,Metro,Federal/State Government
'36073',Orleans,NY,1065230,1100761,1159228,1143840,42465,42328,41947,41604,Metro,Federal/State Government
'36089',St. Lawrence,NY,2839578,2958512,3028229,3040868,112621,112253,111800,110935,Non-Metro,Federal/State Government
'36099',Seneca,NY,1095288,1133682,1169626,1161703,35380,35272,34904,34848,Non-Metro,Federal/State Government
'36115',Washington,NY,1442354,1496984,1492088,1503789,63066,62777,62442,62238,Metro,Federal/State Government
'36121',Wyoming,NY,1364490,1431346,1520711,1523129,41771,41431,41200,41004,Non-Metro,Federal/State Government
'37007',Anson,NC,615330,606130,628109,621436,26311,25959,26066,25632,Non-Metro,Federal/State Government
'37033',Caswell,NC,213887,230199,271336,305795,23220,23294,23036,23012,Non-Metro,Federal/State Government
'37049',Craven,NC,4293794,4505755,4551290,4620392,105309,104425,104343,103427,Metro,Federal/State Government
'37077',Granville,NC,2093983,2102306,2049071,2061647,57764,58034,58329,58549,Non-Metro,Federal/State Government
'37079',Greene,NC,339053,348993,368688,381480,21392,21217,21236,21190,Non-Metro,Federal/State Government
'37099',Jackson,NC,1015123,1133142,1217882,1260850,40560,41020,40985,41327,Non-Metro,Federal/State Government
'37135',Orange,NC,6680205,6836348,6963691,7442418,137551,139114,139876,140696,Metro,Federal/State Government
'37139',Pasquotank,NC,1319194,1324770,1280348,1367716,40546,39774,39690,39673,Non-Metro,Federal/State Government
'37147',Pitt,NC,6568410,6993003,7065257,8031786,172913,174332,175105,176182,Metro,Federal/State Government
'37177',Tyrrell,NC,92351,99514,94004,89250,4138,4101,4120,4140,Non-Metro,Federal/State Government
'37185',Warren,NC,248849,256309,275366,287566,20663,20521,20318,20213,Non-Metro,Federal/State Government
'37189',Watauga,NC,1674341,1699180,1789665,1860553,52062,52311,52407,53024,Non-Metro,Federal/State Government
'38013',Burke,ND,186945,175100,161757,121939,2162,2286,2237,2312,Non-Metro,Federal/State Government
'38015',Burleigh,ND,4808926,5257907,5689211,5961581,85981,88662,90565,93104,Metro,Federal/State Government
'38035',Grand Forks,ND,3541898,3555597,3635354,3744929,67697,69307,70132,70746,Metro,Federal/State Government
'38071',Ramsey,ND,575220,571885,591267,567284,11572,11554,11587,11632,Non-Metro,Federal/State Government
'38079',Rolette,ND,325072,265539,275288,294398,14364,14648,14702,14662,Non-Metro,Federal/State Government
'38085',Sioux,ND,128720,114373,117204,117931,4352,4462,4478,4396,Metro,Federal/State Government
'39009',Athens,OH,1684078,1735970,1829679,1881472,64605,64432,64592,65699,Non-Metro,Federal/State Government
'39049',Franklin,OH,79311110,82435246,86563249,91683158,1197640,1214774,1233388,1250269,Metro,Federal/State Government
'39057',Greene,OH,7953656,7988898,8423870,8906707,164421,163805,164599,164036,Metro,Federal/State Government
'39121',Noble,OH,237949,331092,367083,414768,14583,14569,14375,14325,Non-Metro,Federal/State Government
'39133',Portage,OH,4945496,5091756,5175929,5569388,161427,161504,162088,162042,Metro,Federal/State Government
'39141',Ross,OH,2248413,2303964,2455252,2443027,77418,77274,77111,77162,Non-Metro,Federal/State Government
'40027',Cleveland,OK,7140552,7504913,7699752,7898409,266199,270015,270008,274213,Metro,Federal/State Government
'40031',Comanche,OK,4509465,4584393,4605883,4691336,126609,125014,124962,124196,Metro,Federal/State Government
'40035',Craig,OK,440051,444480,462602,461454,14720,14656,14585,14830,Non-Metro,Federal/State Government
'40055',Greer,OK,97198,93812,104472,102962,6059,6156,6137,6055,Non-Metro,Federal/State Government
'40065',Jackson,OK,851026,855213,885718,922842,26260,26186,25856,25520,Non-Metro,Federal/State Government
'40101',Muskogee,OK,2914231,3026289,3203174,3084245,70531,70219,69879,69591,Non-Metro,Federal/State Government
'40119',Payne,OK,3177311,3063131,3309460,3245594,78457,79393,80150,80633,Non-Metro,Federal/State Government
'40121',Pittsburg,OK,1614674,1546085,1605378,1626370,45111,44828,44576,44528,Non-Metro,Federal/State Government
'41003',Benton,OR,3802778,3954928,4248346,4508062,86441,86066,87112,88271,Metro,Federal/State Government
'41023',Grant,OR,180648,178903,192222,199179,7328,7272,7185,7192,Non-Metro,Federal/State Government
'41025',Harney,OR,190180,199927,216732,225682,7246,7175,7159,7196,Non-Metro,Federal/State Government
'41037',Lake,OR,206787,216662,231974,240776,7768,7806,7801,7781,Non-Metro,Federal/State Government
'41045',Malheur,OR,938866,946624,991014,1026388,30619,30633,30356,30323,Non-Metro,Federal/State Government
'41047',Marion,OR,11216335,11845934,12891016,14040142,319946,321572,324856,329947,Metro,Federal/State Government
'41061',Union,OR,734610,747639,784724,865568,25807,25519,25650,25729,Non-Metro,Federal/State Government
'42027',Centre,PA,7248047,7902822,8459955,8401967,155936,158331,159666,160491,Metro,Federal/State Government
'42031',Clarion,PA,1202816,1165957,1153779,1127559,39437,39066,38847,38831,Non-Metro,Federal/State Government
'42043',Dauphin,PA,19000492,19989528,21292028,22548708,269961,271259,271977,272904,Metro,Federal/State Government
'42053',Forest,PA,207081,211376,228657,244444,7655,7572,7499,7420,Non-Metro,Federal/State Government
'42061',Huntingdon,PA,951467,983921,1012168,1026126,46052,45949,45866,45721,Non-Metro,Federal/State Government
'42089',Monroe,PA,5391535,5284207,5362935,5374456,168567,167271,167197,166499,Metro,Federal/State Government
'42119',Union,PA,1343932,1408686,1497312,1510489,45143,44746,44944,45494,Non-Metro,Federal/State Government
'42127',Wayne,PA,1293175,1338791,1323924,1312678,51695,51639,51402,51091,Non-Metro,Federal/State Government
'44005',Newport,RI,5276581,5493264,5556043,5568920,82948,82516,82404,82916,Metro,Federal/State Government
'44009',Washington,RI,5096008,5692017,5787622,6140472,126191,126393,126401,126320,Metro,Federal/State Government
'45019',Charleston,SC,23299716,25145542,26021495,27574878,365097,372214,380280,389291,Metro,Federal/State Government
'45037',Edgefield,SC,420238,453360,498497,541013,26342,26287,26450,26503,Metro,Federal/State Government
'45049',Hampton,SC,393282,396180,400534,409279,20725,20378,20400,20056,Non-Metro,Federal/State Government
'45061',Lee,SC,249459,258649,256400,263153,18672,18413,18362,17865,Non-Metro,Federal/State Government
'45065',McCormick,SC,138176,156590,163887,168980,9944,9913,9829,9702,Non-Metro,Federal/State Government
'45077',Pickens,SC,2847944,3025627,3073647,3154195,119634,119167,120451,121493,Metro,Federal/State Government
'45079',Richland,SC,20953223,21651717,22487122,23401426,393501,397488,401337,406842,Metro,Federal/State Government
'46017',Buffalo,SD,98587,92533,100018,95420,2016,2019,2083,2099,Non-Metro,Federal/State Government
'46027',Clay,SD,433203,492391,537873,589140,14125,13983,13998,13951,Non-Metro,Federal/State Government
'46033',Custer,SD,182325,192860,213855,219889,8319,8423,8448,8450,Metro,Federal/State Government
'46041',Dewey,SD,166132,163161,162931,161792,5545,5592,5680,5701,Non-Metro,Federal/State Government
'46047',Fall River,SD,243588,323862,306450,299545,6989,6830,6864,6838,Non-Metro,Federal/State Government
'46065',Hughes,SD,1057915,1138045,1251580,1267168,17433,17424,17611,17521,Non-Metro,Federal/State Government
'46093',Meade,SD,558452,573490,585405,608177,25930,26576,26952,27048,Metro,Federal/State Government
'46111',Sanborn,SD,111883,125935,119449,113019,2325,2323,2338,2364,Non-Metro,Federal/State Government
'46121',Todd,SD,194923,195100,191911,197645,9938,10019,9977,10005,Non-Metro,Federal/State Government
'47007',Bledsoe,TN,145800,157175,153063,156832,12791,13785,14535,14580,Non-Metro,Federal/State Government
'47095',Lake,TN,111632,139889,166497,208912,7710,7711,7662,7572,Non-Metro,Federal/State Government
'47129',Morgan,TN,234027,232912,230897,229053,21947,21707,21742,21492,Metro,Federal/State Government
'47143',Rhea,TN,1054919,1143959,1250388,1302428,32338,32526,32607,32392,Non-Metro,Federal/State Government
'47161',Stewart,TN,696032,651252,610131,622985,13311,13308,13243,13240,Non-Metro,Federal/State Government
'47175',Van Buren,TN,72134,67677,65783,64222,5635,5570,5625,5686,Non-Metro,Federal/State Government
'47179',Washington,TN,5069271,5356661,5503250,5852003,124907,125516,125999,126357,Metro,Federal/State Government
'47181',Wayne,TN,251727,255341,257524,258263,16996,16918,16846,16738,Non-Metro,Federal/State Government
'47183',Weakley,TN,824585,857551,874084,892714,34594,34186,34001,33831,Non-Metro,Federal/State Government
'48001',Anderson,TX,1658527,1716169,1802928,1750543,58019,57894,57725,57487,Non-Metro,Federal/State Government
'48025',Bee,TX,857903,917018,918558,793142,32448,32773,32884,32673,Non-Metro,Federal/State Government
'48037',Bowie,TX,3323687,3388034,3570490,3819520,93136,93457,93458,93503,Metro,Federal/State Government
'48041',Brazos,TX,7441069,7804624,8342813,8669617,200247,204124,208823,215867,Metro,Federal/State Government
'48043',Brewster,TX,304541,313316,322575,333340,9243,9273,9123,9099,Non-Metro,Federal/State Government
'48047',Brooks,TX,230210,231929,239024,223396,7189,7238,7233,7212,Non-Metro,Federal/State Government
'48075',Childress,TX,147269,157873,166362,181213,7089,7046,7059,7050,Non-Metro,Federal/State Government
'48099',Coryell,TX,1134429,1214738,1282347,1439874,76837,76116,75442,75471,Metro,Federal/State Government
'48109',Culberson,TX,99136,104299,99371,98784,2309,2295,2260,2233,Non-Metro,Federal/State Government
'48137',Edwards,TX,35716,39824,44271,44932,1974,1881,1892,1911,Non-Metro,Federal/State Government
'48143',Erath,TX,1027594,1143003,1231388,1347408,39488,40012,40668,41379,Non-Metro,Federal/State Government
'48145',Falls,TX,302608,358543,361835,386486,17554,17201,17141,17158,Metro,Federal/State Government
'48147',Fannin,TX,515923,552959,574815,598739,33695,33655,33762,33640,Non-Metro,Federal/State Government
'48167',Galveston,TX,12106748,13102231,11735766,12827068,301067,306693,313698,321538,Metro,Federal/State Government
'48225',Houston,TX,627422,658885,713649,780480,23143,22738,22701,22675,Non-Metro,Federal/State Government
'48229',Hudspeth,TX,110252,115832,118201,128166,3351,3331,3243,3425,Metro,Federal/State Government
'48243',Jeff Davis,TX,55440,54934,56452,58099,2303,2223,2199,2179,Non-Metro,Federal/State Government
'48247',Jim Hogg,TX,162016,169207,174444,179512,5261,5226,5261,5196,Non-Metro,Federal/State Government
'48253',Jones,TX,408981,437295,467520,466003,19873,20016,19852,19972,Metro,Federal/State Government
'48255',Karnes,TX,438663,478799,619743,738152,14859,14711,14820,15275,Non-Metro,Federal/State Government
'48271',Kinney,TX,74678,83114,86963,88999,3626,3609,3510,3556,Non-Metro,Federal/State Government
'48273',Kleberg,TX,1117371,1237037,1230126,1233110,32114,32063,31946,31570,Non-Metro,Federal/State Government
'48293',Limestone,TX,1192676,1300367,1289480,1159468,23639,23362,23457,23421,Non-Metro,Federal/State Government
'48301',Loving,TX,2753,3652,3586,4300,81,103,87,115,Non-Metro,Federal/State Government
'48313',Madison,TX,350236,428827,436739,453137,13715,13786,13809,13916,Non-Metro,Federal/State Government
'48323',Maverick,TX,1074847,1124441,1210397,1311650,55696,56415,56915,57440,Non-Metro,Federal/State Government
'48335',Mitchell,TX,231551,243404,267566,253242,9320,9001,9073,8860,Non-Metro,Federal/State Government
'48377',Presidio,TX,222852,252066,230253,243299,7557,7282,7040,6881,Non-Metro,Federal/State Government
'48443',Terrell,TX,36084,34092,30439,29385,917,888,905,855,Non-Metro,Federal/State Government
'48453',Travis,TX,80661565,86314464,91064790,95123056,1096122,1120948,1149668,1174818,Metro,Federal/State Government
'48457',Tyler,TX,257346,259218,281500,292691,21444,21451,21365,21274,Non-Metro,Federal/State Government
'48465',Val Verde,TX,1450146,1387478,1435593,1529848,48866,48953,48753,48857,Non-Metro,Federal/State Government
'48471',Walker,TX,1721456,1785537,1868773,1910556,68492,69314,69833,70507,Non-Metro,Federal/State Government
'48487',Wilbarger,TX,622301,718190,679907,625828,13265,13157,12956,13037,Non-Metro,Federal/State Government
'49009',Daggett,UT,45459,42868,45118,53410,1093,1138,1127,1110,Non-Metro,Federal/State Government
'49011',Davis,UT,10710759,11726666,12092467,12469597,316165,322796,329448,335768,Metro,Federal/State Government
'49021',Iron,UT,1092156,1156296,1284159,1344253,46706,46632,47185,48294,Non-Metro,Federal/State Government
'49039',Sanpete,UT,513819,508239,493537,499093,27997,28183,28367,28801,Non-Metro,Federal/State Government
'49045',Tooele,UT,1784581,1810145,1838361,1777736,59872,60749,61599,62879,Metro,Federal/State Government
'49055',Wayne,UT,61494,63495,67374,70744,2724,2728,2722,2703,Non-Metro,Federal/State Government
'49057',Weber,UT,7961200,7908310,8376270,8969078,236565,238528,240536,243453,Metro,Federal/State Government
'50009',Essex,VT,95735,99895,100748,104995,6219,6188,6124,6157,Non-Metro,Federal/State Government
'50023',Washington,VT,2978566,3115684,3405853,3422107,59377,59223,59003,58706,Non-Metro,Federal/State Government
'51009',Amherst,VA,691660,737817,736136,767730,32458,32209,32060,31636,Metro,Federal/State Government
'51013',Arlington,VA,38314978,37783850,37510438,38277598,221625,225187,225702,227897,Metro,Federal/State Government
'51029',Buckingham,VA,620741,571430,541031,554505,17048,17142,16916,16996,Metro,Federal/State Government
'51033',Caroline,VA,525771,555279,572645,574032,28987,29294,29803,29940,Metro,Federal/State Government
'51099',King George,VA,1562856,1616151,1645923,1689489,24615,24933,25310,25456,Non-Metro,Federal/State Government
