county_fips,county_name,state_name,allindustries_2012,allindustries_2013,allindustries_2014,allindustries_2015,pop_2012,pop_2013,pop_2014,pop_2015,metro,specialize
'47101',Lewis,TN,179663,185365,194312,205150,11918,11969,11878,11866,Non-Metro,Nonspecialized
'47105',Loudon,TN,1322466,1389256,1431219,1494879,49732,50374,50646,50978,Metro,Nonspecialized
'47111',Macon,TN,346230,367404,381176,397077,22501,22619,22942,23108,Metro,Nonspecialized
'47113',Madison,TN,4900926,4930467,5050225,5116894,98523,98715,98130,97609,Metro,Nonspecialized
'47115',Marion,TN,593601,617954,633189,665112,28218,28316,28373,28462,Metro,Nonspecialized
'47119',Maury,TN,2627377,2731798,2809573,2927484,81969,83611,85541,87735,Metro,Nonspecialized
'47125',Montgomery,TN,4415309,4570048,4861903,5053738,185225,184637,189655,193294,Metro,Nonspecialized
'47133',Overton,TN,367423,387201,399919,425319,22222,22021,22002,22156,Non-Metro,Nonspecialized
'47135',Perry,TN,129823,123874,124576,130330,7854,7878,7845,7914,Non-Metro,Nonspecialized
'47141',Putnam,TN,2633752,2835581,3069374,3364891,73487,73992,74878,74974,Non-Metro,Nonspecialized
'47145',Roane,TN,2039641,1956658,1927834,1982635,53506,53035,52773,52726,Metro,Nonspecialized
'47151',Scott,TN,350013,403371,449401,493898,22175,22024,22026,21974,Non-Metro,Nonspecialized
'47153',Sequatchie,TN,215346,213992,222364,223884,14426,14663,14773,14789,Metro,Nonspecialized
'47157',Shelby,TN,59257970,59941157,60755738,63196851,938965,938091,937162,936131,Metro,Nonspecialized
'47159',Smith,TN,506655,530595,547516,549113,19114,19050,19014,19253,Metro,Nonspecialized
'47165',Sumner,TN,4563015,5013445,5252044,5623673,166101,169110,172790,175866,Metro,Nonspecialized
'47167',Tipton,TN,856402,893298,920118,969866,61609,61599,61672,61605,Metro,Nonspecialized
'47187',Williamson,TN,15223426,16509160,17184626,19232137,193095,199032,205317,211674,Metro,Nonspecialized
'47189',Wilson,TN,3547480,3769960,4027172,4410984,119109,122014,125404,128772,Metro,Nonspecialized
'48005',Angelina,TX,3184399,3209208,3392014,3277460,87520,87409,87628,87938,Non-Metro,Nonspecialized
'48021',Bastrop,TX,1626854,1689605,1780065,1868447,74738,75850,77899,80208,Metro,Nonspecialized
'48023',Baylor,TX,87331,97725,98652,117830,3618,3610,3600,3671,Non-Metro,Nonspecialized
'48027',Bell,TX,14196434,14105404,14318149,15023972,323105,326620,329348,334812,Metro,Nonspecialized
'48029',Bexar,TX,84548540,91119983,100030730,101462544,1788530,1822056,1858749,1895482,Metro,Nonspecialized
'48039',Brazoria,TX,12523572,13492746,14005507,14258470,324373,330091,337777,345661,Metro,Nonspecialized
'48049',Brown,TX,1096898,1173853,1237749,1284714,37852,37853,37719,37981,Non-Metro,Nonspecialized
'48055',Caldwell,TX,713222,742674,782933,733661,38699,39207,39728,40445,Metro,Nonspecialized
'48061',Cameron,TX,8587099,8861944,9177795,9469337,415445,417260,419191,419893,Metro,Nonspecialized
'48063',Camp,TX,325848,350250,351716,352800,12467,12440,12659,12721,Non-Metro,Nonspecialized
'48067',Cass,TX,588925,645068,669760,669939,30205,30413,30351,30387,Non-Metro,Nonspecialized
'48073',Cherokee,TX,1049623,1120133,1122167,1151846,51200,50981,51007,51431,Non-Metro,Nonspecialized
'48085',Collin,TX,44148298,47015676,51691904,55558335,837229,858098,885175,913079,Metro,Nonspecialized
'48089',Colorado,TX,632028,691801,714675,744355,20684,20706,20669,20880,Non-Metro,Nonspecialized
'48111',Dallam,TX,477856,562418,506745,537272,6978,7022,7096,7107,Non-Metro,Nonspecialized
'48113',Dallas,TX,227714939,235032158,242820611,245923071,2452421,2479810,2512281,2545775,Metro,Nonspecialized
'48115',Dawson,TX,382772,412016,417574,436545,13647,13254,13500,13075,Non-Metro,Nonspecialized
'48121',Denton,TX,19801208,22340635,24645604,27820609,707475,728282,752820,778491,Metro,Nonspecialized
'48123',DeWitt,TX,720059,814118,951273,975114,20478,20495,20674,20786,Non-Metro,Nonspecialized
'48141',El Paso,TX,26816915,26696018,27177212,28123389,830853,831218,834190,833783,Metro,Nonspecialized
'48157',Fort Bend,TX,17651721,19257077,20194282,21303455,625796,653252,684646,713849,Metro,Nonspecialized
'48159',Franklin,TX,224633,243672,251798,270383,10609,10563,10522,10553,Non-Metro,Nonspecialized
'48181',Grayson,TX,3657721,3794014,3905967,4055393,121636,122249,123500,125537,Metro,Nonspecialized
'48187',Guadalupe,TX,3509266,4962585,6541589,8433994,139741,143164,147230,151164,Metro,Nonspecialized
'48189',Hale,TX,1207870,1203302,1214412,1297187,36284,35751,34537,34201,Non-Metro,Nonspecialized
'48197',Hardeman,TX,82480,87518,93408,103544,4062,4014,3929,3851,Non-Metro,Nonspecialized
'48199',Hardin,TX,1128994,1267130,1217507,1152151,55114,55342,55539,55804,Metro,Nonspecialized
'48209',Hays,TX,4127576,4621405,4982194,5464061,168408,176029,184951,194574,Metro,Nonspecialized
'48213',Henderson,TX,1360947,1516236,1622424,1556182,78951,78600,79196,79416,Non-Metro,Nonspecialized
'48215',Hidalgo,TX,16145021,16999424,18267729,19344199,806388,817039,829088,839314,Metro,Nonspecialized
'48217',Hill,TX,666240,720118,776051,797700,35083,34784,34713,34846,Non-Metro,Nonspecialized
'48223',Hopkins,TX,1103318,1187566,1225674,1231649,35391,35414,35840,36177,Non-Metro,Nonspecialized
'48241',Jasper,TX,864706,879972,938448,899647,35859,35673,35560,35460,Non-Metro,Nonspecialized
'48245',Jefferson,TX,21704922,23075937,20856067,23039857,251250,252648,252219,254167,Metro,Nonspecialized
'48251',Johnson,TX,3920358,4099823,4387864,4510194,153313,154557,156903,159674,Metro,Nonspecialized
'48257',Kaufman,TX,2541012,2655588,2779216,2921466,106664,108474,111192,114472,Metro,Nonspecialized
'48259',Kendall,TX,1310225,1460797,1605024,1720960,35766,37461,38830,40452,Metro,Nonspecialized
'48281',Lampasas,TX,338227,352251,360338,379376,20117,20197,20204,20505,Metro,Nonspecialized
'48291',Liberty,TX,1559772,1551687,1620894,1617455,76425,76973,78192,79696,Metro,Nonspecialized
'48303',Lubbock,TX,10743415,11127751,11441991,11860634,286241,289972,295051,299008,Metro,Nonspecialized
'48307',McCulloch,TX,317877,340031,357755,346023,8273,8271,8177,8315,Non-Metro,Nonspecialized
'48309',McLennan,TX,9951790,11027582,11720727,11393057,239385,241432,243014,245203,Metro,Nonspecialized
'48315',Marion,TX,168921,183516,180803,196150,10317,10234,10114,10142,Non-Metro,Nonspecialized
'48321',Matagorda,TX,1729826,1757891,1967085,1919337,36560,36513,36497,36840,Non-Metro,Nonspecialized
'48325',Medina,TX,690195,751157,828220,837647,46811,47271,47848,48385,Metro,Nonspecialized
'48339',Montgomery,TX,21353812,26467352,27597559,23451266,484674,498951,517985,536434,Metro,Nonspecialized
'48347',Nacogdoches,TX,1725091,1805511,1790091,1803422,65854,65199,65278,65641,Non-Metro,Nonspecialized
'48349',Navarro,TX,1327712,1415387,1487422,1526706,48095,48022,47990,48255,Non-Metro,Nonspecialized
'48351',Newton,TX,419287,343779,341680,438079,14320,14212,14147,14007,Metro,Nonspecialized
'48353',Nolan,TX,791835,825626,865119,810284,14881,15057,15102,15050,Non-Metro,Nonspecialized
'48355',Nueces,TX,18320935,19726707,19667992,20594204,347816,352728,356325,360118,Metro,Nonspecialized
'48367',Parker,TX,2928337,3289441,3595508,3564091,119778,120119,122584,126085,Metro,Nonspecialized
'48373',Polk,TX,836765,890348,886903,900153,45835,45953,46229,46984,Non-Metro,Nonspecialized
'48375',Potter,TX,8038998,8353739,8531536,8116891,122792,122272,122146,121374,Metro,Nonspecialized
'48379',Rains,TX,131834,140372,147715,149152,10944,11027,11018,11134,Non-Metro,Nonspecialized
'48381',Randall,TX,2811090,3077379,3195611,3323250,124894,126654,128684,130283,Metro,Nonspecialized
'48393',Roberts,TX,21787,25912,41924,63035,950,922,921,918,Non-Metro,Nonspecialized
'48397',Rockwall,TX,1923212,2256583,2653461,3237408,82871,85033,87494,90672,Metro,Nonspecialized
'48405',San Augustine,TX,114594,126835,128381,135528,8830,8710,8534,8384,Non-Metro,Nonspecialized
'48407',San Jacinto,TX,201912,209611,220159,265998,27003,26780,27058,27313,Non-Metro,Nonspecialized
'48409',San Patricio,TX,2350600,2422294,2457607,2363122,65336,66274,66909,67356,Metro,Nonspecialized
'48423',Smith,TX,11805664,13095027,13755129,11764142,214774,216515,219669,222478,Metro,Nonspecialized
'48425',Somervell,TX,1278996,1315837,1279213,1354784,8591,8614,8657,8729,Metro,Nonspecialized
'48427',Starr,TX,853574,896015,924192,992480,61883,62375,63036,63625,Non-Metro,Nonspecialized
'48439',Tarrant,TX,94158583,101942754,109242632,108496231,1882352,1912501,1944512,1981410,Metro,Nonspecialized
'48441',Taylor,TX,5748366,6032343,6463653,6030728,134151,134067,135090,136325,Metro,Nonspecialized
'48451',Tom Green,TX,4458796,4615983,5062778,4950918,113420,114865,116706,117942,Metro,Nonspecialized
'48459',Upshur,TX,604782,655421,700124,673177,39943,39797,40283,40481,Metro,Nonspecialized
'48463',Uvalde,TX,807987,889155,935764,919735,26761,26925,27192,27112,Non-Metro,Nonspecialized
'48479',Webb,TX,7488091,7622403,8178137,8462950,259738,263564,266605,268929,Metro,Nonspecialized
'48481',Wharton,TX,1363797,1455870,1547585,1574390,41171,41225,41228,41526,Non-Metro,Nonspecialized
'48489',Willacy,TX,309059,413609,473875,512077,22139,21977,21909,21883,Non-Metro,Nonspecialized
'48491',Williamson,TX,16692317,17606454,18765332,21135566,456352,470822,489143,508059,Metro,Nonspecialized
'48499',Wood,TX,836063,887033,906049,936278,42170,42774,43171,43647,Non-Metro,Nonspecialized
'48507',Zavala,TX,183845,197452,208815,217263,11963,12148,12175,12227,Non-Metro,Nonspecialized
'49023',Juab,UT,338700,389460,402391,445509,10282,10255,10421,10566,Metro,Nonspecialized
'49027',Millard,UT,706663,823457,856391,822225,12524,12594,12560,12649,Non-Metro,Nonspecialized
'49029',Morgan,UT,173215,184169,209996,217282,9822,10240,10636,11091,Metro,Nonspecialized
'49035',Salt Lake,UT,68328142,70647929,74648246,79721312,1064462,1080761,1091389,1104622,Metro,Nonspecialized
'49041',Sevier,UT,688690,756540,820729,751726,20716,20823,20821,20940,Non-Metro,Nonspecialized
'49049',Utah,UT,16964197,17585142,18529129,20508237,540170,552386,561232,574796,Metro,Nonspecialized
'50001',Addison,VT,1406434,1272284,1265094,1296999,36855,36903,36979,36934,Non-Metro,Nonspecialized
'50005',Caledonia,VT,942251,957114,954844,1040702,31090,31112,30971,30791,Non-Metro,Nonspecialized
'50007',Chittenden,VT,10852741,10602689,10951064,11521376,158772,159933,160850,161466,Metro,Nonspecialized
'50011',Franklin,VT,1476439,1540077,1629730,1708645,48259,48304,48714,48935,Metro,Nonspecialized
'51007',Amelia,VA,237931,242294,254583,279592,12731,12687,12764,12869,Metro,Nonspecialized
'51011',Appomattox,VA,237658,250967,253582,251754,15154,15239,15273,15428,Metro,Nonspecialized
'51019',Bedford,VA,1721522,1782493,1766752,1827815,75776,76192,77087,77648,Metro,Nonspecialized
'51023',Botetourt,VA,1033165,1231346,1248969,1237923,33182,33040,33128,33378,Metro,Nonspecialized
'51025',Brunswick,VA,299558,311186,313860,318089,17040,16636,16473,16473,Non-Metro,Nonspecialized
'51036',Charles City,VA,143447,155076,159458,163482,7165,7106,7016,7072,Metro,Nonspecialized
'51037',Charlotte,VA,210732,217267,218707,221228,12414,12285,12155,12177,Non-Metro,Nonspecialized
'51041',Chesterfield,VA,14291711,14976154,15710904,16926294,324124,327985,332537,335539,Metro,Nonspecialized
'51043',Clarke,VA,410164,405009,411664,448187,14267,14269,14334,14291,Metro,Nonspecialized
'51047',Culpeper,VA,1415298,1456927,1508622,1605545,47778,48462,49068,49369,Metro,Nonspecialized
'51049',Cumberland,VA,132832,133141,129401,127566,9848,9834,9816,9696,Non-Metro,Nonspecialized
'51061',Fauquier,VA,2566248,2736093,2826301,2979810,66677,67302,68379,68696,Metro,Nonspecialized
'51065',Fluvanna,VA,833610,724363,669804,761183,25898,25851,26009,26199,Metro,Nonspecialized
'51067',Franklin,VA,1109079,1233514,1273098,1317562,56327,56298,56228,56229,Metro,Nonspecialized
'51073',Gloucester,VA,702155,735200,722345,768089,36909,36806,37120,37058,Metro,Nonspecialized
'51075',Goochland,VA,1532989,1703929,1900722,2215802,21340,21637,21934,22315,Metro,Nonspecialized
'51079',Greene,VA,323101,362015,411754,503420,18851,18894,19102,19206,Metro,Nonspecialized
'51083',Halifax,VA,1342877,1437995,1428378,1421376,35791,35393,35219,35128,Non-Metro,Nonspecialized
'51085',Hanover,VA,4862030,4788236,5296437,5771459,100421,101167,101846,103171,Metro,Nonspecialized
'51087',Henrico,VA,22947331,24350620,25040253,26571356,315877,319402,322685,325142,Metro,Nonspecialized
'51091',Highland,VA,46315,51020,54282,58303,2252,2223,2252,2208,Non-Metro,Nonspecialized
'51097',King and Queen,VA,123159,115633,118732,122196,7070,7107,7168,7197,Non-Metro,Nonspecialized
'51107',Loudoun,VA,20965386,21645607,22695870,24236374,338196,350678,362798,374559,Metro,Nonspecialized
'51113',Madison,VA,279387,272604,271382,281873,13180,13149,13109,13092,Non-Metro,Nonspecialized
'51117',Mecklenburg,VA,879484,930927,962281,1036172,31738,31277,31126,31011,Non-Metro,Nonspecialized
'51127',New Kent,VA,327299,344551,370355,411250,19159,19504,20019,20424,Metro,Nonspecialized
'51131',Northampton,VA,347024,359283,354472,347341,12214,12036,12064,12139,Non-Metro,Nonspecialized
'51137',Orange,VA,881516,967672,958977,993526,34166,34548,34873,35244,Non-Metro,Nonspecialized
'51167',Russell,VA,685782,691533,685344,685352,28421,28265,27998,27809,Non-Metro,Nonspecialized
'51181',Surry,VA,1450928,1424526,1463909,1221673,6851,6798,6793,6670,Non-Metro,Nonspecialized
'51185',Tazewell,VA,1364902,1421689,1467888,1608408,44242,44081,43429,42934,Non-Metro,Nonspecialized
'51187',Warren,VA,1067847,1195061,1265398,1765563,37996,38631,39105,39147,Metro,Nonspecialized
'51550',Chesapeake (Independent City),VA,9320962,9827801,9924652,10494609,228325,230621,233652,235431,Metro,Nonspecialized
'51770',Roanoke (Independent City),VA,6628603,6769031,6755805,6901115,98143,99084,99791,99969,Metro,Nonspecialized
'51800',Suffolk (Independent City),VA,3926925,4449565,4447429,4794724,85231,85784,86899,88116,Metro,Nonspecialized
'51810',Virginia Beach (Independent City),VA,24158365,23630176,24786462,26763803,445487,448604,450116,451854,Metro,Nonspecialized
'51907',Augusta +  Staunton + Waynesboro',VA,3551854,3714748,3830079,4113143,118668,119432,119842,120463,Metro,Nonspecialized
'51911','Campbell + Lynchburg',VA,5682726,5727153,5838281,6011226,132357,133306,133589,134666,Metro,Nonspecialized
'51913','Carroll + Galax',VA,655512,681495,696701,726522,36765,36770,36509,36607,Non-Metro,Nonspecialized
'51918','Dinwiddie + Colonial Heights + Petersburg',VA,2049539,2083071,2081960,2223873,77526,77832,77714,77658,Metro,Nonspecialized
'51919','Fairfax + Fairfax City + Falls Church',VA,93135631,94733126,96802622,100218990,1156627,1169473,1172430,1175159,Metro,Nonspecialized
'51921','Frederick + Winchester',VA,4356770,4308262,4344304,4716310,107322,108696,109862,110535,Metro,Nonspecialized
'51929','Henry + Martinsville',VA,1521429,1542226,1599124,1800489,66582,66247,65679,65398,Non-Metro,Nonspecialized
'51939','Pittsylvania + Danville',VA,2551152,2610631,2595141,2624410,105729,105361,104878,104208,Non-Metro,Nonspecialized
'51942','Prince William + Manassas + Manassas Park',VA,13690952,14121682,14784310,15227897,486169,495542,501029,507684,Metro,Nonspecialized
'51944','Roanoke + Salem',VA,4914307,5152994,5286807,5556397,117998,118787,119038,119320,Metro,Nonspecialized
'51945','Rockbridge + Buena Vista + Lexington',VA,895907,858556,880463,898270,36173,36186,36128,36106,Non-Metro,Nonspecialized
'51947','Rockingham + Harrisonburg',VA,4895259,5047145,4980478,5065643,128524,129037,130465,131182,Metro,Nonspecialized
'51951','Spotsylvania + Fredericksburg',VA,3957508,4220180,4290593,4656328,153259,155527,157508,158570,Metro,Nonspecialized
'51953','Washington + Bristol',VA,2842072,2677681,2372083,2356539,72844,72207,71836,71451,Metro,Nonspecialized
'53003',Asotin,WA,470123,462094,465173,484687,21881,22113,22177,22089,Metro,Nonspecialized
'53005',Benton,WA,8424572,8463510,8713174,8868308,182486,184523,186562,190337,Metro,Nonspecialized
'53009',Clallam,WA,1846767,1984853,2035429,2018430,71824,72206,72722,73522,Non-Metro,Nonspecialized
'53011',Clark,WA,14555395,15913081,17281238,17656546,437041,442365,449647,458394,Metro,Nonspecialized
'53015',Cowlitz,WA,3348934,3516346,3767272,3829558,101840,101784,102106,103378,Metro,Nonspecialized
'53021',Franklin,WA,2692127,2918496,3126599,3337666,85772,86525,87768,88825,Metro,Nonspecialized
'53027',Grays Harbor,WA,1862988,1954809,2010648,2026344,71746,70989,70779,71023,Non-Metro,Nonspecialized
'53033',King,WA,217205401,228953343,245052827,262665880,2008763,2045874,2078886,2114256,Metro,Nonspecialized
'53039',Klickitat,WA,972753,1062127,1152852,1290862,20636,20855,20866,20993,Non-Metro,Nonspecialized
'53041',Lewis,WA,2088829,2243742,2382509,2449434,75559,75126,75115,75754,Non-Metro,Nonspecialized
'53051',Pend Oreille,WA,383354,378886,416709,425167,12993,12892,12930,13066,Metro,Nonspecialized
'53053',Pierce,WA,31758298,32894164,33633297,34050583,811674,818619,830198,842676,Metro,Nonspecialized
'53057',Skagit,WA,5003381,5147166,5283029,5901404,117987,118679,120303,121724,Metro,Nonspecialized
'53063',Spokane,WA,19077046,19988298,21175470,20689684,475881,479479,484337,490526,Metro,Nonspecialized
'53065',Stevens,WA,751855,803794,855811,881125,43566,43340,43573,43800,Metro,Nonspecialized
'53069',Wahkiakum,WA,64838,66580,64194,68073,3986,4052,4058,4022,Non-Metro,Nonspecialized
'53077',Yakima,WA,8309913,8397874,8535072,8731019,246568,246911,247175,248115,Metro,Nonspecialized
'54007',Braxton,WV,268683,274430,278989,292306,14491,14441,14451,14460,Non-Metro,Nonspecialized
'54011',Cabell,WV,4477526,4546301,4710195,4844563,96907,96938,96632,96653,Metro,Nonspecialized
'54023',Grant,WV,488065,491058,499946,498463,11856,11798,11697,11765,Non-Metro,Nonspecialized
'54053',Mason,WV,784426,768985,937047,943144,27233,27159,27076,27005,Non-Metro,Nonspecialized
'54055',Mercer,WV,1696328,1689613,1676005,1676226,62382,61841,61646,61043,Non-Metro,Nonspecialized
'54069',Ohio,WV,2348817,2324816,2391555,2453895,44042,43673,43161,42893,Metro,Nonspecialized
'54073',Pleasants,WV,410346,446206,484694,444069,7595,7592,7675,7609,Non-Metro,Nonspecialized
'54079',Putnam,WV,2975986,3339921,3192565,3411640,56531,56597,56845,56799,Metro,Nonspecialized
'54083',Randolph,WV,840170,808565,835446,833502,29408,29539,29308,29174,Non-Metro,Nonspecialized
'54089',Summers,WV,190955,183923,231954,250873,13803,13571,13304,13073,Non-Metro,Nonspecialized
'54091',Taylor,WV,242017,311294,339196,348908,16993,16984,17044,16864,Non-Metro,Nonspecialized
'54103',Wetzel,WV,346461,367024,385987,416033,16406,16175,15951,15813,Non-Metro,Nonspecialized
'54105',Wirt,WV,52344,55534,55996,52619,5810,5865,5810,5840,Metro,Nonspecialized
'54107',Wood,WV,3751701,3632043,4090493,3743087,86560,86458,86394,86254,Metro,Nonspecialized
'55009',Brown,WI,15017732,14797769,15842664,16843441,252981,254592,256612,258520,Metro,Nonspecialized
'55011',Buffalo,WI,510242,558522,518335,514509,13354,13383,13222,13220,Non-Metro,Nonspecialized
'55023',Crawford,WI,579826,601739,614218,653645,16543,16423,16394,16394,Non-Metro,Nonspecialized
'55035',Eau Claire,WI,4894187,4967473,5131800,5532929,100905,101819,101725,102119,Metro,Nonspecialized
'55045',Green,WI,1349673,1398668,1370648,1423923,36896,37099,37028,37153,Metro,Nonspecialized
'55049',Iowa,WI,909258,925421,1013798,1129961,23746,23728,23796,23829,Metro,Nonspecialized
'55053',Jackson,WI,733312,727837,806166,854496,20472,20574,20631,20589,Non-Metro,Nonspecialized
'55059',Kenosha,WI,4939339,5482137,5721177,6193261,167434,167572,168122,168168,Metro,Nonspecialized
'55063',La Crosse,WI,5645845,5938778,6288444,6801518,116704,117073,117731,118060,Metro,Nonspecialized
'55078',Menominee,WI,137067,133248,137359,138547,4369,4363,4494,4514,Non-Metro,Nonspecialized
'55079',Milwaukee,WI,49951486,51655246,54113519,56860042,954867,956717,957185,956314,Metro,Nonspecialized
'55087',Outagamie,WI,9493542,9381761,9458545,10098984,178937,180252,182018,183264,Metro,Nonspecialized
'55091',Pepin,WI,209417,204367,202599,211458,7410,7383,7353,7293,Non-Metro,Nonspecialized
'55097',Portage,WI,2812087,2928059,3128618,3500054,70532,70641,70600,70534,Non-Metro,Nonspecialized
'55105',Rock,WI,5864625,6124955,6216568,6620569,160232,160565,161181,161334,Metro,Nonspecialized
'55109',St. Croix,WI,2578328,2732648,2826988,3075501,85256,85939,86902,87502,Metro,Nonspecialized
'55115',Shawano,WI,1017959,1052082,1064788,1098539,41610,41541,41502,41206,Non-Metro,Nonspecialized
'55133',Waukesha,WI,33171624,34821308,35055173,30218248,392709,394059,395383,396311,Metro,Nonspecialized
'55141',Wood,WI,3788758,3726951,3934868,4222845,74306,73892,73514,73288,Non-Metro,Nonspecialized
'56007',Carbon,WY,1339949,1138599,1097936,1315003,15681,15799,15829,15554,Non-Metro,Nonspecialized
'56013',Fremont,WY,1563139,1609726,1742135,1594535,41130,41010,40680,40355,Non-Metro,Nonspecialized
'56015',Goshen,WY,411708,439834,463329,483250,13656,13547,13546,13592,Non-Metro,Nonspecialized
'56017',Hot Springs,WY,218049,233912,247483,215253,4843,4840,4797,4745,Non-Metro,Nonspecialized
'56027',Niobrara,WY,126029,133839,142417,127943,2474,2546,2491,2497,Non-Metro,Nonspecialized
'56031',Platte,WY,542926,553537,543832,574374,8736,8703,8775,8805,Non-Metro,Nonspecialized
'56033',Sheridan,WY,1321358,1356053,1412053,1411778,29580,29777,29994,30069,Non-Metro,Nonspecialized
'56043',Washakie,WY,371481,390232,411747,409260,8437,8442,8306,8334,Non-Metro,Nonspecialized
'01003',Baldwin,AL,5599194,6365080,6547396,6436107,190403,195147,199745,203690,Metro,Recreation
'02068',Denali Borough,AK,254910,227506,231966,215188,1913,1940,1907,1913,Non-Metro,Recreation
'02100',Haines Borough,AK,64685,73755,75734,75729,2572,2551,2537,2484,Non-Metro,Recreation
'02122',Kenai Peninsula Borough,AK,3140724,3483624,3444710,3007804,56952,57059,57626,58044,Non-Metro,Recreation
'02164',Lake and Peninsula Borough,AK,68147,72548,76236,81652,1644,1654,1628,1567,Non-Metro,Recreation
'02170',Matanuska-Susitna Borough,AK,2233060,2267096,2409685,2552621,93791,95923,98196,101120,Metro,Recreation
'02198',Prince of Wales-Hyder Census Area,AK,229136,255935,254196,238883,6375,6394,6393,6360,Non-Metro,Recreation
'02230',Skagway Municipality,AK,67100,79233,72152,70364,990,1004,1031,1058,Non-Metro,Recreation
'02261',Valdez-Cordova Census Area,AK,1535094,1559587,1642033,1736116,9729,9764,9453,9308,Non-Metro,Recreation
'02275',Wrangell City and Borough,AK,60622,77617,79175,78028,2402,2417,2376,2400,Non-Metro,Recreation
'04007',Gila,AZ,1595348,1789445,1679349,1594995,53036,53039,53124,53138,Non-Metro,Recreation
'04012',La Paz,AZ,496754,536276,535910,566490,20365,20379,20313,20147,Non-Metro,Recreation
'04015',Mohave,AZ,4002396,4202559,4335853,4477811,203126,202622,202985,204165,Metro,Recreation
'04017',Navajo,AZ,3027709,3095810,3214215,3288295,107037,107443,108178,108363,Non-Metro,Recreation
'04025',Yavapai,AZ,4788236,5159012,5454395,5678574,212350,215027,218405,221584,Metro,Recreation
'04027',Yuma,AZ,5296249,5496538,5703182,6030098,202160,201851,203111,203706,Metro,Recreation
'05023',Cleburne,AR,592978,633963,689104,687397,25824,25710,25670,25469,Non-Metro,Recreation
'05051',Garland,AR,2934315,2840130,2906720,3025683,96794,96986,97183,97154,Metro,Recreation
'05097',Montgomery,AR,113913,120963,120449,115591,9320,9222,9107,8972,Non-Metro,Recreation
'06003',Alpine,CA,91253,82332,84328,105014,1123,1141,1104,1106,Non-Metro,Recreation
'06009',Calaveras,CA,771457,808856,785691,846712,44760,44577,44589,44840,Non-Metro,Recreation
'06017',El Dorado,CA,5524161,5688452,6191105,6710063,180558,181427,183031,184359,Metro,Recreation
'06027',Inyo,CA,910652,907559,917324,894435,18408,18418,18410,18251,Non-Metro,Recreation
'06041',Marin,CA,17934235,18541744,20279871,21128072,256064,258506,260516,261054,Metro,Recreation
'06043',Mariposa,CA,445506,440845,452987,471132,17858,17746,17658,17553,Non-Metro,Recreation
'06045',Mendocino,CA,2481677,2595215,2670383,2820246,87409,87207,87449,87353,Non-Metro,Recreation
'06051',Mono,CA,662764,693970,714054,714715,14325,14020,14045,13885,Non-Metro,Recreation
'06053',Monterey,CA,20011213,20481242,21160254,21836626,425799,428064,429902,432007,Metro,Recreation
'06055',Napa,CA,7595001,7722461,8271057,8923047,138898,140102,141097,141854,Metro,Recreation
'06057',Nevada,CA,3525492,3608832,3920407,3700365,98305,98156,98796,98829,Non-Metro,Recreation
'06061',Placer,CA,15998697,17233850,18444361,20215463,361018,366435,370486,374383,Metro,Recreation
'06063',Plumas,CA,699250,760293,711633,720516,19327,18844,18573,18401,Non-Metro,Recreation
'06065',Riverside,CA,61827909,66138161,68883179,71921762,2264919,2291452,2322455,2352892,Metro,Recreation
'06079',San Luis Obispo,CA,12511046,13671674,14263078,15465878,274487,276191,278877,280960,Metro,Recreation
'06087',Santa Cruz,CA,10606613,11470118,12004609,12443650,266435,268948,270971,273627,Metro,Recreation
'06091',Sierra,CA,52185,48646,51806,53209,3076,3039,2983,2983,Non-Metro,Recreation
'06097',Sonoma,CA,20941027,22047469,23296799,25323278,490509,494657,499168,501474,Metro,Recreation
'06109',Tuolumne,CA,1726026,1839062,1810064,1965631,54134,53940,53827,53615,Non-Metro,Recreation
'08007',Archuleta,CO,349112,432262,386470,397452,12113,12194,12229,12384,Non-Metro,Recreation
'08015',Chaffee,CO,418798,489553,511933,544085,18105,18318,18448,18606,Non-Metro,Recreation
'08027',Custer,CO,70597,76515,84176,88547,4241,4264,4344,4425,Non-Metro,Recreation
'08037',Eagle,CO,3796253,3071687,3683211,4002145,51942,52379,52815,53346,Non-Metro,Recreation
'08047',Gilpin,CO,501661,473404,448045,463129,5453,5567,5773,5817,Metro,Recreation
'08049',Grand,CO,624980,633655,601187,626085,14147,14254,14461,14580,Non-Metro,Recreation
'08053',Hinsdale,CO,18679,18005,19061,22187,797,805,778,769,Non-Metro,Recreation
'08055',Huerfano,CO,140198,130338,138832,143584,6582,6479,6407,6459,Non-Metro,Recreation
'08067',La Plata,CO,2263686,2691700,2855433,3062840,52356,53339,53882,54770,Non-Metro,Recreation
'08069',Larimer,CO,11615652,13985413,14620327,15506863,310965,316605,324709,333869,Metro,Recreation
'08079',Mineral,CO,36862,46880,48143,52263,710,722,693,724,Non-Metro,Recreation
'08091',Ouray,CO,129845,145685,156069,166269,4546,4579,4615,4660,Non-Metro,Recreation
'08093',Park,CO,213832,184290,201203,214653,16037,16118,16296,16581,Metro,Recreation
'08097',Pitkin,CO,2051936,2855566,2752377,2845702,17223,17361,17595,17782,Non-Metro,Recreation
'08107',Routt,CO,2035891,1987540,1950988,1864096,23285,23587,24054,24325,Non-Metro,Recreation
'08111',San Juan,CO,36116,32726,23021,22744,691,695,717,694,Non-Metro,Recreation
'08113',San Miguel,CO,492152,545543,734667,813423,7578,7636,7755,7849,Non-Metro,Recreation
